unit,stem,current_label,suggested_category,confidence,method,step_signature,filename_probes,review_status,verified_label
PNE02,00224728_260724_╛╚┴÷╚╞_Set02_CB4S-30umOC3-SJ1300░╟╜─└╜▒╪.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-LOOP-T0007-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,00224728_260724_╛╚┴÷╚╞_Set02_CB4S-30umOC3-SJ1300░╟╜─└╜▒╪_000.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-LOOP-T0007-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,00224728_260724_╛╚┴÷╚╞_Set03_CB4S-30umOC4-SJ1300░╟╜─└╜▒╪.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-LOOP-T0007-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,00226621_[hsm]_wet 3759_2.sch,unknown,unknown,0.0,none,CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,00228713_250402 [└╠╡╡┴▀] re_Set1_AgC ref L 0.8_1C0.5C_3350.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,00228713_250428 [└╠╡╡┴▀] re_Set3-1_AgC 1to2 L0.8_1C0.5C_3350.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,00228713_250428 [└╠╡╡┴▀] re_Set3-2_AgC 1to2 L0.8_1C0.5C_3350.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,00228713_250611 [└╠╡╡┴▀] Set3-1_re_AgC L1.0_1C0.5C_3350.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07000489_260724_N3-1 └·└σ ║╥╖«╝┐ 0.33C ╣µ└ⁿ.sch,unknown,rate_test,0.55,filename_probe:c_rate_token,CC_DCHG-T0003-LOOP-END,c_rate_token,auto,
PNE02,07000489_260724_N3-1 └·└σ ║╥╖«╝┐ 0.33C ╣µ└ⁿ_000.sch,unknown,rate_test,0.55,filename_probe:c_rate_token,CC_DCHG-T0003-LOOP-END,c_rate_token,auto,
PNE02,07000489_260819_N3-1 mono ║╥╖«╝┐(2╣°) ╣µ└ⁿ.sch,unknown,cycle_life,0.55,filename_probe:stack_mono,CC_DCHG-T0003-LOOP-END,stack_mono,auto,
PNE02,07000872_250220_JHY_Ref_1_4_SOCtest.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07000872_250220_JHY_Ref_1_4_SOCtest_000.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07000872_250220_JHY_Ref_1_4_SOCtest_001.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07000872_250421_JHY_║╨╝«_L1_L4_SOC08_2.6C.sch,unknown,soc_setting,0.55,filename_probe:soc_only,CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-LOOP-END,soc_only|soc_setting_loose|c_rate_token,auto,
PNE02,07001096_260126_LWR_AgC_S33_Kynar_1MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260126_LWR_AgC_S40_Kynar_1MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260127_S33_Kynar_1.0MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260127_S40_Kynar_1.0MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260326_LWR_Ref_1.5MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260326_LWR_S33std_1.0MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260326_S33std_LT_1.0MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260327_LWR_S40std_G_1.0MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260327_Ref_LT_1.5MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001096_260327_S40std_G_LT_1.0MPa_re.sch,unknown,unknown,0.4779,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07001992_250115_JBS_241209AgC FN cont_2and3.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260211_[SiTF]_set01_SJ900A_GS73_1.5MPa_45oC_no sieve_cyc.sch,unknown,cycle_life,0.5814,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260211_[SiTF]_set02_SJ900A_GS73_1.5MPa_45oC_63um sieve_cyc.sch,unknown,cycle_life,0.5814,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260211_[SiTF]_set03_SJ900A_GS73_1.5MPa_45oC_38um sieve_cyc.sch,unknown,cycle_life,0.5814,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260211_[SiTF]_set04_SJ900A_GS73_1.5MPa_45oC_20um sieve_cyc.sch,unknown,cycle_life,0.5814,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260213_[SiTF]_set01_SJ900A_GS73_1.5MPa_45oC_no sieve_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260213_[SiTF]_set02_SJ900A_GS73_1.5MPa_45oC_63um sieve_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260213_[SiTF]_set03_SJ900A_GS73_1.5MPa_45oC_38um sieve_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260213_[SiTF]_set04_SJ900A_GS73_1.5MPa_45oC_20um sieve_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260226_set01_GS73_SJ900A_S40std_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260226_set02_GS73_LGC5(5L)_S40std_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260226_set03_GS73_LGC6(5L(a))_S40std_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260226_set04_GS73_LGC7(5L(a)_░φ)_S40std_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,07002331_260226_set05_GS73_LGC8(5L(O))_S40std_cyc.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
